SL NO,From Date,PM2.5,PM10,NO,NO2,Nox,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,WS,WD,SR,BP,AT,RF
10672,25-05-2020 12:00,10.82,21.43,0.51,3.49,2.07,1.12,14.43,0.35,31.8,0,None,None,1.4,176.96,715.99,972.53,27.38,0
10673,25-05-2020 13:00,13.39,24.68,0.49,3.19,1.96,1.32,14.55,0.31,38.84,0,None,None,0.92,133.85,515.72,936.01,27.51,0
10674,25-05-2020 14:00,13.14,21.8,0.6,4.74,2.75,1.68,14.64,0.34,39.91,0,None,None,1.74,148.49,186,996.28,27.77,0
10675,25-05-2020 15:00,14,26.17,0.46,3.77,2.19,2.37,14.87,0.34,37.15,0,None,None,2.36,193.2,96.07,968.51,24.77,0.32
10676,25-05-2020 16:00,12.78,19.31,0.46,4.18,2.35,3.42,14.89,0.33,42.78,0,None,None,1.66,164.71,71.12,943.1,22.78,0.61
10677,25-05-2020 17:00,9.3,10.28,0.63,5.29,3.02,4.42,14.97,0.38,35.09,0,None,None,0.8,195.11,16.54,995.73,24.27,0
10678,25-05-2020 18:00,15.25,18.62,0.67,19.29,9.87,4.95,14.73,0.58,32.67,0,None,None,0.57,148.93,None,995.75,24.05,0
10679,25-05-2020 19:00,28.83,41.78,1.09,16.01,8.62,5.21,14.71,0.54,28.46,0,None,None,0.86,181.58,None,996.14,23.8,0
10680,25-05-2020 20:00,32.95,45.1,0.62,22.2,11.25,5.57,14.73,0.5,32.71,0,None,None,0.77,74.04,None,996.63,23.88,0
10681,25-05-2020 21:00,25.59,38,2.06,19.4,11.03,5.49,14.91,0.42,31.4,0,None,None,1.26,156.03,None,997.56,23.76,0
10682,25-05-2020 22:00,17.4,30.45,0.58,11.52,6.03,4.64,15.04,0.38,30.41,0,None,None,2.19,70.46,None,997.15,22.46,0
10683,25-05-2020 23:00,14,27,0.91,6.96,4.03,4.25,14.98,0.4,24.35,0,None,None,1.13,125.23,None,997.75,22.56,0
10684,26-05-2020 00:00,10.14,23.97,0.93,11.63,6.22,4,14.99,0.38,20.69,0,None,None,0.55,156.64,None,996.74,22.62,0
10685,26-05-2020 01:00,10.58,20.78,1.25,5.02,3.39,3.98,15,0.41,21.11,0,None,None,2.96,253.29,1.28,970.31,21.34,0
10686,26-05-2020 02:00,8,11,0.57,3.78,2.26,3.31,15.01,0.32,29.12,0,None,None,2.26,185.26,None,997.96,21.39,0
10687,26-05-2020 03:00,5.67,7,0.45,2.62,1.62,2.5,14.64,0.28,35.98,0,None,None,1.53,126.22,1.28,967.92,20.86,0
10688,26-05-2020 04:00,4.75,7.39,0.89,3.98,2.63,3.4,14.78,0.28,24.43,0,None,None,1.73,302.09,None,995.75,21.62,0
10689,26-05-2020 05:00,4.83,13.96,0.96,8.79,5.01,3.66,14.8,0.28,27.45,0,None,None,0.88,187.59,1.15,971.66,21.19,0
10690,26-05-2020 06:00,None,None,0.86,4.48,2.81,3.94,15.05,0.29,27.18,0,None,None,0.89,160.95,None,971.39,21.12,0
10691,26-05-2020 07:00,10.55,11.78,1.12,3.85,2.7,4.01,15.26,0.3,24.95,0,None,None,1.2,169.22,22.38,999.31,21.72,0
10692,26-05-2020 08:00,9.4,12.7,1.21,3.75,2.77,3.88,15.06,0.32,23.79,0,None,None,1.5,188.64,48.26,970.6,21.38,0
10693,26-05-2020 09:00,6,10.44,1.12,4.8,3.16,4.22,15.05,0.33,27.27,0,None,None,1.69,212.3,137.03,942.84,21.05,0
10694,26-05-2020 10:00,5.72,11.33,0.82,4.25,2.68,3.87,15.04,0.32,32.72,0,None,None,1.3,204.39,467.89,998.23,23.52,0
10695,26-05-2020 11:00,4.86,9.03,0.74,4.13,2.6,4.18,14.68,0.35,32.41,0,None,None,1.24,208.01,813.92,966.53,26.3,0
10696,26-05-2020 12:00,5.28,11,0.69,4.1,2.49,3.82,14.67,0.37,27.73,0,None,None,2.7,255.57,752.68,991.8,27.15,0.32
10697,26-05-2020 13:00,6.8,10.36,0.66,3.74,2.35,3.61,14.59,0.31,45.05,0,None,None,1.36,141.93,656.6,996.13,28.66,0
10698,26-05-2020 14:00,6.7,8.12,0.96,4.65,3,3.97,14.68,0.3,50.41,0,None,None,2.03,127.26,538.84,939.7,28.11,0.64
10699,26-05-2020 15:00,4.86,9.64,0.44,3.98,2.28,4.78,14.65,0.3,60.89,0,None,None,1.83,111.27,259.86,994.75,28.1,0
10700,26-05-2020 16:00,5.09,16.75,0.3,5.97,3.1,5.45,14.87,0.36,58.12,0,None,None,1.63,87.93,24.58,995.17,26.33,0
10701,26-05-2020 17:00,6.64,15,0.55,5.31,2.97,5.82,14.99,0.35,48.81,0,None,None,2.98,117.7,1.17,925.82,22.73,0
10702,26-05-2020 18:00,9.5,14.38,0.83,12.82,6.84,6.08,15.12,0.38,39.48,0,None,None,1.06,102.33,None,998.5,20.53,0
10703,26-05-2020 19:00,12.47,20.5,0.76,10.39,5.63,5.37,15,0.39,31.99,0,None,None,2.55,95.65,10.12,966.91,20.22,0.36
10704,26-05-2020 20:00,17.17,29,0.86,9.18,5.05,5.32,14.71,0.39,29.56,0,None,None,2.75,245.95,None,998.31,21.02,0
10705,26-05-2020 21:00,20.78,28,0.73,8.89,4.91,4.84,14.7,0.37,28.73,0,None,None,2.78,145.84,None,999.34,20.98,0
10706,26-05-2020 22:00,10.45,19.42,0.67,5.73,3.27,5.05,14.79,0.3,34.9,0,None,None,1.25,233.99,None,999.67,20.89,0
10707,26-05-2020 23:00,7,9,0.89,5.25,3.11,4.7,15.01,0.35,25.66,0,None,None,3.94,94.77,9.84,879.13,19.27,0.98
10708,27-05-2020 00:00,4.34,18.57,1.44,9.29,5.68,4.31,15.16,0.34,31.37,0,None,None,5.29,109.12,1.44,904.74,19.73,0
10709,27-05-2020 01:00,8.03,14.25,0.71,5.04,2.96,3.79,15.13,0.32,49.01,0,None,None,1.84,97.91,None,998.37,21.11,0
10710,27-05-2020 02:00,14.67,18.78,0.33,4.95,2.66,3.75,15.23,0.29,50.72,0,None,None,2.26,128.83,None,965.38,20.55,0
10711,27-05-2020 03:00,3,5.25,0.23,6.21,3.17,2.83,14.82,0.26,45.47,0,None,None,1.88,90.87,8.1,972.03,21.05,0.29
10712,27-05-2020 04:00,3.12,6.88,1.41,19.55,10.58,3.25,14.94,0.26,33.51,0,None,None,1.39,97.09,3.38,998.09,21.73,0
10713,27-05-2020 05:00,3.85,8.43,0.97,17.08,9.07,3.06,14.92,0.26,39.91,0,None,None,1.39,127.97,9.94,998.24,22.04,0
10714,27-05-2020 06:00,4,12.3,1,5.33,3.32,3.17,15.14,0.27,30.41,0,None,None,1.79,140.86,7.1,801.08,20.48,0.57
10715,27-05-2020 07:00,6.88,14.25,0.59,5.49,3.13,2.73,15.12,0.31,35.67,0,None,None,1.12,94.08,14.31,None,21.34,0
10716,27-05-2020 08:00,6.72,16.33,0.32,3.06,1.72,2.79,15.14,0.3,51.57,0,None,None,2.33,75.78,27.51,999.32,21.1,0
10717,27-05-2020 09:00,4.75,11,0.74,5.14,3.07,2.62,15.1,0.34,35.21,0,None,None,3.04,94.12,101.44,None,18.88,0.96
10718,27-05-2020 10:00,4.5,7.55,1.23,9.2,5.43,2.63,15.18,0.36,39.98,0,None,None,1.8,97.88,286.22,894.76,21.59,0.32
10719,27-05-2020 11:00,6.92,8.11,1.68,9.79,6.06,2.04,14.97,0.33,41.57,0,None,None,3.14,88.62,384.12,888.46,23.18,0
10720,27-05-2020 12:00,8,12.3,1.2,6.65,4.08,1.59,14.76,0.32,51.63,0,None,None,2.03,106.52,446.89,998.6,24.68,0
10721,27-05-2020 13:00,7.78,10.44,1.23,6.05,3.88,1.8,14.77,0.3,45.81,0,None,None,2.13,127.36,561.34,967.48,25.85,0.64
10722,27-05-2020 14:00,5.83,10.39,0.69,4.27,2.59,1.39,14.94,0.29,55.72,0,None,None,1.79,71.49,282.95,962.32,25.08,0
10723,27-05-2020 15:00,4.97,11.28,0.55,4.29,2.5,1.32,15.09,0.31,47.1,0,None,None,1.53,131.99,102.78,935.61,23.91,0.72
10724,27-05-2020 16:00,6.25,13.35,0.38,6.99,3.68,1.47,15.15,0.4,50.3,0,None,None,0.82,101.2,42.77,998.32,25.01,0
10725,27-05-2020 17:00,8.2,19.42,1.12,11.32,6.34,1.83,15.11,0.44,48.76,0,None,None,1.3,83.41,27.43,998,24.43,0
10726,27-05-2020 18:00,12.5,23.62,0.94,27.72,14.16,1.88,15.17,0.52,32.88,0,None,None,1.09,118.78,12.5,967.26,23.04,0.36
10727,27-05-2020 19:00,21.6,36.38,1.13,20.39,10.81,1.8,15.02,0.46,40.44,0,None,None,1.16,83.85,None,998.74,23.52,0
10728,27-05-2020 20:00,23.42,48.17,0.29,8.41,4.31,1.32,14.86,0.38,49.57,0,None,None,1.03,78.6,1.64,963.43,22.65,0
10729,27-05-2020 21:00,17,35.3,0.38,13.2,6.71,1.07,14.73,0.33,48.83,0,None,None,0.96,76.05,11.11,943.73,22.23,0.32
10730,27-05-2020 22:00,17.15,31.15,0.67,14.22,7.41,1.33,14.84,0.36,35.56,0,None,None,0.59,118.84,12.5,967.87,22.23,0.36
10731,27-05-2020 23:00,18,32,0.55,5.6,3.25,1.15,14.98,0.33,40.93,0,None,None,2.08,74.05,11.11,943.38,21.25,0.64
10732,28-05-2020 00:00,7.72,17.17,0.9,4.55,2.45,1.04,15.11,0.31,42.85,0,None,None,3.38,83.75,12.82,845.77,19.86,0.86
10733,28-05-2020 01:00,6.75,12.78,0.6,7.17,3.92,1.1,15.11,0.32,34.66,0,None,None,1.05,85.78,13.54,893.93,19.59,1.2
10734,28-05-2020 02:00,9.28,16.72,0.44,3.65,2.08,1.12,15.21,0.32,33.99,0,None,None,1.18,77.33,None,997.59,21.64,0
10735,28-05-2020 03:00,5.89,14.57,0.62,3.05,1.92,0.78,14.95,0.29,32.19,0,None,None,0.72,70.7,None,961.98,20.72,0
10736,28-05-2020 04:00,4.72,10.56,0.27,1.7,0.99,0.81,15.12,0.28,36.05,0,None,None,1.05,87.5,3.12,998,21.57,0
10737,28-05-2020 05:00,4.62,11.1,0.23,2.36,1.31,0.83,15.05,0.28,41.22,0,None,None,1.33,87.75,53.93,999.15,21.96,0
10738,28-05-2020 06:00,8.14,23.47,1.14,4.38,2.97,0.81,15.12,0.29,44.12,0,None,None,1.26,95.97,255.65,999.77,23.89,0
10739,28-05-2020 07:00,9.42,16.8,1.32,6.38,4.07,0.7,15.1,0.31,36.06,0,None,None,1.59,123.56,343.55,944.53,25.26,0.32
10740,28-05-2020 08:00,12.28,26.25,0.81,3.7,2.48,0.69,15.12,0.32,35.36,0,None,None,0.94,172.81,340.34,833.78,25.96,0.48
10741,28-05-2020 09:00,13.22,21.5,0.88,4.54,2.9,0.67,15.26,0.32,42.27,0,None,None,1.13,137.49,624.1,999.95,28.1,0
10742,28-05-2020 10:00,14.46,25.57,1.09,4.79,3.12,0.74,15.17,0.34,46.66,0,None,None,1.8,91.57,758.38,999.5,27.59,0
10743,28-05-2020 11:00,14.55,28.88,1.78,5.15,3.82,0.33,14.64,0.32,46.94,0,None,None,1.54,172.53,854.46,998.71,28.41,0
10744,28-05-2020 12:00,12.33,26.95,0.71,3.78,2.33,0.18,14.39,0.29,59.16,0,None,None,2.28,92.57,814.97,997.7,28.61,0
10745,28-05-2020 13:00,13.25,25.38,4.35,9.64,7.96,1.03,15.13,0.28,54.39,0,None,None,2,110.13,704.38,987.26,28.27,0.36
10746,28-05-2020 14:00,11.4,21.12,0.87,4.19,2.7,0.84,15.49,0.33,57.51,0,None,None,1.89,109.31,540.81,924.03,26.91,0.32
10747,28-05-2020 15:00,8.14,21.39,1.35,6.06,3.96,0.82,15.36,0.32,61.03,0,None,None,1.26,138.4,403.46,996.06,30.01,0
10748,28-05-2020 16:00,9.75,21.45,0.58,4.87,2.77,0.4,15.06,0.33,59.08,0,None,None,1.53,154.33,200.62,996.11,29.36,0
10749,28-05-2020 17:00,17.38,28.38,0.36,7.62,3.94,0.41,15.14,0.42,57.67,0,None,None,1.09,132,47.22,996.81,28.37,0
10750,28-05-2020 18:00,22.5,34.06,0.54,11.74,6.12,0.74,15.12,0.5,51.31,0,None,None,0.83,141.02,None,997.22,27.15,0
10751,28-05-2020 19:00,27.45,75.39,0.66,17.37,8.95,1.33,15.09,0.75,35.16,0,None,None,0.53,116.53,None,969.93,25.7,0
10752,28-05-2020 20:00,50.47,81.36,1.08,10.67,6.05,1.45,14.84,0.61,33.92,0,None,None,0.91,126.08,None,998.47,26.28,0
10753,28-05-2020 21:00,38.45,62.25,0.74,7.23,4.07,1.59,15.02,0.51,32.68,0,None,None,0.85,123.66,None,999.1,25.71,0
10754,28-05-2020 22:00,22.67,38.83,0.47,4.58,2.62,1.08,15.12,0.41,46.25,0,None,None,0.51,116.74,None,999.69,25.27,0
10755,28-05-2020 23:00,18,27,0.75,8.86,4.23,1.04,15.04,0.43,37.12,0,None,None,0.54,94.31,10.38,937.21,23.23,0.36
10756,29-05-2020 00:00,19.55,33.5,1.5,25.28,12.46,1.19,15.05,0.4,25.43,0,None,None,0.56,95.42,None,999.99,24.49,0
10757,29-05-2020 01:00,21.25,44.55,0.96,5.28,3.28,1.16,15.3,0.36,31.87,0,None,None,1.82,169.01,8.76,894.67,22.58,0.61
10758,29-05-2020 02:00,11.86,16.86,0.78,6.37,3.67,1.14,15.14,0.37,34.43,0,None,None,0.76,98.74,9.22,944.27,22.61,0.32
10759,29-05-2020 03:00,10,14.89,0.82,6.58,3.79,1.11,15.23,0.35,28.79,0,None,None,0.42,178.43,None,999.67,22.77,0
10760,29-05-2020 04:00,9.67,14.42,3.27,17.58,10.99,1.28,15.32,0.37,21.9,0,None,None,0.93,115.08,9.04,974.71,22.27,0.29
10761,29-05-2020 05:00,8.67,20.05,7.88,28.7,19.84,1.34,15.11,0.39,19.24,0,None,None,0.5,123.2,62.71,None,23.69,0
10762,29-05-2020 06:00,18.5,36,3.4,10.87,7.84,1.68,15.04,0.36,26.05,0,None,None,0.42,209.72,220.12,None,27.07,0
10763,29-05-2020 07:00,18.67,27.28,1.5,6.37,4.22,1.49,15.23,0.35,37.61,0,None,None,0.72,189.67,321.53,901.22,27.56,0.29
10764,29-05-2020 08:00,16.67,28.03,0.61,3.68,2.24,0.67,14.85,0.32,43.73,0,None,None,1.21,121.81,413.38,None,27.88,0
10765,29-05-2020 09:00,15.83,21.45,0.53,3.83,2.27,0.79,14.88,0.32,49.78,0,None,None,1.46,94.29,661.95,None,28.49,0
10766,29-05-2020 10:00,19.45,29.17,0.77,4.64,2.81,0.73,14.98,0.32,57.5,0,None,None,2.89,117.89,789.55,882.34,27.4,0
10767,29-05-2020 11:00,13.7,23.75,0.92,5.1,3.17,0.57,14.96,0.33,58.18,0,None,None,1.76,118.14,852.52,999.49,29.39,0
10768,29-05-2020 12:00,10.71,21.86,0.83,4.71,2.87,0.45,14.73,0.33,61.63,0,None,None,2.03,109.9,795.63,991.55,28.75,0.41
10769,29-05-2020 13:00,8.75,20.48,0.92,4.71,2.97,0.8,14.76,0.32,54.18,0,None,None,2.27,134.16,702.97,984.09,29.16,0.57
10770,29-05-2020 14:00,12.86,21,1.89,5.84,4.24,0.94,14.66,0.32,54.54,0,None,None,1.89,78.64,585.13,996.37,30.91,0
10771,29-05-2020 15:00,10.92,27.45,1.35,5.8,3.81,0.71,14.73,0.3,61.75,0,None,None,1.25,138.25,404.39,968.46,30.65,0
10772,29-05-2020 16:00,11.14,24,0.62,5.98,3.36,0.73,14.69,0.31,60.07,0,None,None,1.23,130.9,147.58,965.33,29.84,0
10773,29-05-2020 17:00,13.95,24.42,0.72,5.59,3.26,1.6,15.06,0.35,31.63,0,None,None,1.27,225.44,9.01,997.55,24.25,0
10774,29-05-2020 18:00,13.3,26.2,0.91,7.84,4.49,2.54,15.49,0.5,33.56,0,None,None,1.09,191.71,9.22,970.62,23.2,0.32
10775,29-05-2020 19:00,16.67,29.61,0.85,10.61,5.78,2.99,15.64,0.68,32.59,0,None,None,1.29,112.06,11.86,963.3,23.56,0.41
10776,29-05-2020 20:00,30.7,52.11,1,9.36,5.29,3.22,15.58,0.69,29.04,0,None,None,0.32,109.9,9.22,972,23.66,0.32
10777,29-05-2020 21:00,31.39,50.64,0.92,7.61,4.38,2.97,15.42,0.57,34.98,0,None,None,0.36,168.74,None,None,24.26,0
10778,29-05-2020 22:00,20.56,35.69,0.95,7.08,4.13,2.75,15.3,0.49,33.59,0,None,None,0.5,143.09,11.86,857.3,23.45,0.41
10779,29-05-2020 23:00,15,34,0.72,6.62,3.67,2.37,15.19,0.45,34.68,0,None,None,0.29,153.94,None,None,24.31,0
10780,30-05-2020 00:00,8.93,22.05,0.73,9.22,5.2,2.42,15.27,0.43,26.73,0,None,None,0.36,241.67,None,999.92,23.61,0
10781,30-05-2020 01:00,12.66,30.62,1.29,5.75,3.79,2.34,15.39,0.41,25.51,0,None,None,1.88,239.02,11.1,906.09,21.59,0.72
10782,30-05-2020 02:00,30.33,52.61,0.84,7.11,4.06,2.03,15.59,0.41,24.81,0,None,None,0.39,227.71,None,999.64,23.53,0
10783,30-05-2020 03:00,49.47,72.08,0.95,6.34,3.79,1.87,15.46,0.42,19.38,0,None,None,0.32,225.48,None,999.82,23.23,0
10784,30-05-2020 04:00,37.43,51.64,0.98,5.67,3.5,1.81,15.6,0.38,20.99,0,None,None,0.54,137.03,10.05,968.39,22.33,0.36
10785,30-05-2020 05:00,20.65,32.15,1.31,4.06,2.95,1.99,15.31,0.35,23.2,0,None,None,0.3,148.89,82.13,999.87,24.67,0
10786,30-05-2020 06:00,12.97,31.42,1.21,3.71,2.72,1.72,15.32,0.33,30.01,0,None,None,0.53,174.2,237.38,866.87,26.12,0.48
10787,30-05-2020 07:00,15,25.97,0.94,4.61,2.97,1.48,15.17,0.32,40.16,0,None,None,0.65,190.85,425.63,None,29.77,0
10788,30-05-2020 08:00,15.15,25,0.78,4.36,2.7,1.01,15.09,0.29,52.16,0,None,None,1.55,140.22,484.43,None,29.23,0
10789,30-05-2020 09:00,16.05,25.97,0.84,5.01,3.08,1.12,14.93,0.34,58.25,0,None,None,2.4,87.72,552.67,890.36,27.03,0
10790,30-05-2020 10:00,19.45,38,0.48,4.75,2.69,1,15.01,0.35,61.32,0,None,None,2.5,101.72,414.55,901.37,26.97,0.29
10791,30-05-2020 11:00,20.59,28.19,0.62,4.16,2.51,1.04,14.97,0.33,55.55,0,None,None,1.64,107.49,574.8,None,28.02,0
10792,30-05-2020 12:00,13.19,21.56,0.81,4.8,2.94,1.31,14.98,0.34,55.22,0,None,None,2.02,126.35,742.79,874.88,28.67,0
10793,30-05-2020 13:00,13,22.72,0.54,4.05,2.36,1.43,15.07,0.32,57.37,0,None,None,1.7,86.28,576.81,999.56,29.76,0
10794,30-05-2020 14:00,7.7,20.4,1.13,5.63,3.53,1.9,14.86,0.31,53.36,0,None,None,1.69,138.14,271.02,999.33,28.96,0
10795,30-05-2020 15:00,5.7,18.57,0.67,4.72,2.8,1.63,14.77,0.3,54.61,0,None,None,1.28,108.21,303.35,998.45,29.26,0
10796,30-05-2020 16:00,4.25,31.12,0.49,6.23,3.41,1.43,14.74,0.32,56.33,0,None,None,0.84,118,145.55,970.43,28.65,2.28
10797,30-05-2020 17:00,8.11,20.92,0.4,8.14,4.26,1.93,14.88,0.36,57.02,0,None,None,3.27,97.25,26.45,963.2,27.08,1.28
10798,30-05-2020 18:00,16.03,35.61,0.33,13.42,6.75,3.04,15.09,0.46,47.83,0,None,None,0.9,93.03,None,999.34,27.36,0
10799,30-05-2020 19:00,29.75,63.41,0.82,27.49,13.94,4.32,15.11,0.76,31.67,0,None,None,0.72,88.87,1.28,944.14,25.88,0
10800,30-05-2020 20:00,54.8,95.65,4.93,51.88,28.99,4.45,15.14,0.73,19.05,0,None,None,0.76,87.42,None,None,26.37,0
10801,30-05-2020 21:00,48.31,97.75,6.27,41.72,25,4.77,15.17,0.77,18.13,0,None,None,0.65,82.43,None,None,26.21,0
10802,30-05-2020 22:00,48.61,89.89,10.66,32.53,23.8,5.17,15.19,0.71,20.34,0,None,None,2.19,95.9,2.56,778.98,24.38,0
10803,30-05-2020 23:00,40,83,3.48,22.79,13.78,4.04,15.13,0.54,26.39,0,None,None,0.7,83.69,None,None,25.55,0
10804,31-05-2020 00:00,19,46,0.4,4.72,2.17,3.15,15.19,0.43,35.1,0,None,None,1.02,122.97,None,None,25.15,0
10805,01-06-2020 06:00,17.12,21.25,3.98,10.48,8.1,2.52,15.29,0.42,20.46,0,None,None,0.65,209.97,17.95,None,23.53,0
10806,01-06-2020 07:00,19.8,28.35,1.58,6.35,4.25,2.5,15.32,0.36,29.27,0,None,None,1.77,102.44,151.05,858.6,23.3,0
10807,01-06-2020 08:00,13,16.38,1.17,4.91,3.25,2.56,15.27,0.37,29.35,0,None,None,0.75,161.98,131.39,None,24.19,0
10808,01-06-2020 09:00,12.39,21.33,0.76,3.64,2.34,2.23,15.42,0.36,29.33,0,None,None,1,149.38,414.47,912.15,24.11,0.61
10809,01-06-2020 10:00,None,None,1.16,4.66,3.1,1.55,14.91,0.34,33.27,0,None,None,1.23,186.91,406.54,None,27.45,0
10810,01-06-2020 11:00,10.7,17.92,0.51,3.88,2.28,1.61,14.82,0.33,33.72,0,None,None,0.86,261.21,311.53,None,28.1,0
10811,01-06-2020 12:00,11.28,13.67,0.75,3.9,2.48,1.32,14.91,0.36,26.47,0,None,None,1.54,260.17,560.51,889.78,27.88,0.32
10812,01-06-2020 13:00,12.86,18.14,0.58,4.88,2.8,1.74,14.97,0.36,32.59,0,None,None,1.69,269.22,627.08,999.72,29.62,0
10813,01-06-2020 14:00,14.53,18.16,0.57,4.6,2.71,1.14,15.17,0.34,30.35,0,None,None,2,247.5,407.65,998.79,29.52,0
10814,01-06-2020 15:00,12.3,17.02,0.67,4.08,2.48,0.9,15.27,0.35,23.44,0,None,None,3.43,249.37,324.92,944.91,28.23,0
10815,01-06-2020 16:00,13.38,19.12,0.84,3.92,2.56,0.9,15.21,0.35,19.87,0,None,None,1.67,270.34,148.51,997.18,28.95,0
10816,01-06-2020 17:00,10.75,23.25,0.52,7.34,3.94,1.31,15.23,0.4,40.31,0,None,None,0.76,201.02,15.36,924.3,25.98,0.97
10817,01-06-2020 18:00,16.83,27.92,0.8,12.39,6.63,1.54,15.3,0.54,40.47,0,None,None,0.62,261.25,None,996.8,27.54,0
10818,01-06-2020 19:00,25.14,45.95,8.9,33.97,23.19,2.88,15.07,1.02,25.43,0,None,None,0.43,111.44,None,997.72,27.09,0
10819,01-06-2020 20:00,55.67,87.5,4.86,28.8,17.66,3.65,15.1,1.17,19.04,0,None,None,0.3,110.22,None,998.78,26.28,0
10820,01-06-2020 21:00,59.28,94.22,4.29,24.09,14.96,4.49,15.38,1.35,16.55,0,None,None,0.42,174,None,999.32,25.76,0
10821,01-06-2020 22:00,61.3,104,15.32,24.95,23.62,5.69,15.74,1.33,15.8,0,None,None,0.56,100.63,None,999.33,25.41,0
10822,01-06-2020 23:00,63,104,30.95,22.33,34.62,5.79,15.8,1.09,16.04,0,None,None,0.63,233.5,1.28,970.83,24.29,0
10823,02-06-2020 00:00,52.34,93.53,6.67,10.38,9.62,4.6,15.38,0.9,17.41,0,None,None,1.27,248.92,9.89,998.48,24.55,0.32
10824,02-06-2020 01:00,34.33,49.92,2.71,7.87,5.85,3.46,15.31,0.79,19.98,0,None,None,1.98,236.15,None,997.87,24.38,0
10825,02-06-2020 02:00,16,21.5,0.76,5.54,3.27,2.85,15.05,0.59,24.67,0,None,None,1.53,230.23,None,998.17,23.03,0
10826,02-06-2020 03:00,15.03,20.2,0.54,3.79,2.27,2.7,15.02,0.39,33.43,0,None,None,0.65,211.86,None,998.23,22.59,0
10827,02-06-2020 04:00,9.15,17.93,0.55,3.13,1.9,2.98,15.45,0.33,29.99,0,None,None,0.59,199.44,0.1,997.68,23.02,0
10828,02-06-2020 05:00,10.3,15.12,0.97,2.96,2.15,2.98,15.63,0.36,24.99,0,None,None,0.81,243.84,72.18,997.78,23.52,0
10829,02-06-2020 06:00,12.75,19.15,1.13,3.62,2.62,2.96,15.3,0.37,24.46,0,None,None,1.08,222.07,182.84,998.12,24.64,0
10830,02-06-2020 07:00,16.2,22.22,1.08,3.28,2.43,2.56,15.27,0.36,24.5,0,None,None,1.18,241.14,358.17,998.46,26.35,0
10831,02-06-2020 08:00,13.85,18.7,1.13,3.76,2.62,3.07,15.21,0.37,20.78,0,None,None,2.03,232.94,385.19,948.88,26.13,0
10832,02-06-2020 09:00,12.38,17.75,0.8,3.86,2.46,1.96,14.96,0.34,22.66,0,None,None,2.69,264.53,730.99,991.09,27.86,0.32
10833,02-06-2020 10:00,14.25,23,0.55,4.16,2.45,2.08,14.86,0.34,22.13,0,None,None,2.38,260.53,809.13,998.6,28.91,0
10834,02-06-2020 11:00,10.7,23.89,0.51,4.06,2.38,1.28,14.97,0.36,27.53,0,None,None,2.4,234.35,707.51,998.17,29.75,0
10835,02-06-2020 12:00,15.15,29.75,0.47,4.72,2.63,2.06,15.23,0.35,29.31,0,None,None,2.08,260.78,701.85,966.27,29.8,0
10836,02-06-2020 13:00,11.2,27.9,0.55,4.99,2.89,3.74,15.21,0.34,27.94,0,None,None,3.08,255.48,649.85,996.39,30.95,0
10837,02-06-2020 14:00,1.8,31.6,0.62,4.48,2.64,3.63,15.26,0.35,24.25,0,None,None,3.6,249.28,577.77,995.45,31.12,0
10838,02-06-2020 15:00,7.03,34.92,0.53,4.26,2.46,3.99,15.25,0.36,21.78,0,None,None,4.29,250.6,391.73,969.94,30.27,0
10839,02-06-2020 16:00,30.65,35.75,0.67,4.5,2.69,4.03,15.31,0.36,20.64,0,None,None,3.65,236.29,201.8,969.58,29.74,0.29
10840,02-06-2020 17:00,22.58,41.14,0.68,6.21,3.55,4.14,15.27,0.41,30.74,0,None,None,1.8,246.7,31.16,994.34,29.6,0
10841,02-06-2020 18:00,24.84,41.34,0.79,8.18,4.59,4.75,15,0.55,36.52,0,None,None,1.46,238.99,None,994.56,29.01,0
10842,02-06-2020 19:00,26.81,59.34,0.81,10.52,5.71,5.12,14.81,0.66,35.09,0,None,None,0.9,248.18,None,995.47,28.63,0
10843,02-06-2020 20:00,42.45,66.62,0.91,12.53,6.79,5.74,14.91,0.75,35.16,0,None,None,1.38,237.94,9.33,968.61,27.59,0.32
10844,02-06-2020 21:00,44.53,69.28,0.83,12.43,6.68,5.88,15.14,0.8,30.1,0,None,None,0.68,253.78,None,997.26,28.11,0
10845,02-06-2020 22:00,46.22,83.36,0.77,5.34,3.17,5.62,15.34,0.51,44.4,0,None,None,0.86,258.49,None,997.06,27.18,0
10846,02-06-2020 23:00,26,45,0.35,5.49,3.1,5.25,15.5,0.47,47.85,0,None,None,0.62,111.58,None,996.5,26.67,0
10847,03-06-2020 00:00,33.58,48.11,3.99,34.66,20.57,6.12,15.21,0.54,21.69,0,None,None,0.58,72.08,None,995.93,26.37,0
10848,03-06-2020 01:00,40.65,87.12,0.52,7.39,3.97,5.96,15.35,0.45,32.67,0,None,None,0.84,95.34,None,996.02,26.19,0
10849,03-06-2020 02:00,30.66,51.25,1.06,8.51,4.96,5.51,15.27,0.45,33.42,0,None,None,0.77,75.37,None,995.98,26.16,0
10850,03-06-2020 03:00,29.14,38.72,4.74,13.03,9.91,6.89,15.59,0.46,29.91,0,None,None,1.43,81.1,None,996.73,25.88,0
10851,03-06-2020 04:00,22.33,34.03,0.65,5.47,3.16,3.97,15.49,0.4,46.27,0,None,None,1.32,112.01,6.21,997.3,25.02,0
